geneID,Fst_p1_p2,Fst_p1_p3,Fst_p1_p4,Fst_p1_p5,Fst_p1_p6,Fst_p1_p7,Fst_p1_p8,Fst_p1_p9,Fst_p1_p10,Fst_p2_p3,Fst_p2_p4,Fst_p2_p5,Fst_p2_p6,Fst_p2_p7,Fst_p2_p8,Fst_p2_p9,Fst_p2_p10,Fst_p3_p4,Fst_p3_p5,Fst_p3_p6,Fst_p3_p7,Fst_p3_p8,Fst_p3_p9,Fst_p3_p10,Fst_p4_p5,Fst_p4_p6,Fst_p4_p7,Fst_p4_p8,Fst_p4_p9,Fst_p4_p10,Fst_p5_p6,Fst_p5_p7,Fst_p5_p8,Fst_p5_p9,Fst_p5_p10,Fst_p6_p7,Fst_p6_p8,Fst_p6_p9,Fst_p6_p10,Fst_p7_p8,Fst_p7_p9,Fst_p7_p10,Fst_p8_p9,Fst_p8_p10,Fst_p9_p10
4868,-0.0263,-0.0205,-0.0205,-0.0263,-0.0171,-0.0263,-0.0205,0.0968,-0.0205,-0.0205,-0.0205,-0.0263,-0.0171,-0.0263,-0.0205,0.0968,-0.0205,-0.0263,-0.0205,0.0022,-0.0205,-0.0263,0.0541,-0.0263,-0.0205,0.0022,-0.0205,-0.0263,0.0541,-0.0263,-0.0171,-0.0263,-0.0205,0.0968,-0.0205,-0.0171,0.0022,0.1539,0.0022,-0.0205,0.0968,-0.0205,0.0541,-0.0263,0.0541
4883,-0.0226,0,-0.0141,0,-0.0231,0.0542,-0.0141,-0.0263,-0.0231,0.0226,0.0026,0.0226,-0.0126,0.0265,0.0026,-0.0226,-0.0126,-0.0236,-0.0263,-0.015,0.1539,-0.0236,0,-0.015,-0.0236,-0.0234,0.118,-0.0263,-0.0141,-0.0234,-0.015,0.1539,-0.0236,0,-0.015,0.0848,-0.0234,-0.0231,-0.0263,0.118,0.0542,0.0848,-0.0141,-0.0234,-0.0231
4953,-0.0226,0.0265,0.0265,0.0265,-0.0062,-0.0219,-0.0219,-0.0062,-0.0062,0.0542,0.0542,0.0542,0.0137,-0.0103,-0.0103,0.0137,0.0137,-0.0263,-0.0263,-0.0171,0.0022,0.0022,-0.0171,-0.0171,-0.0263,-0.0171,0.0022,0.0022,-0.0171,-0.0171,-0.0171,0.0022,0.0022,-0.0171,-0.0171,-0.0205,-0.0205,-0.0263,-0.0263,-0.0263,-0.0205,-0.0205,-0.0205,-0.0205,-0.0263
4954,-0.0205,0.0137,-0.0205,-0.0263,-0.0263,0.0137,0.0137,0.0968,0.0137,-0.0103,-0.0263,-0.0205,-0.0205,-0.0103,-0.0103,0.0541,-0.0103,-0.0103,0.0137,0.0137,-0.0263,-0.0263,0,-0.0263,-0.0205,-0.0205,-0.0103,-0.0103,0.0541,-0.0103,-0.0263,0.0137,0.0137,0.0968,0.0137,0.0137,0.0137,0.0968,0.0137,-0.0263,0,-0.0263,0,-0.0263,0
4966,-0.0263,-0.0226,-0.0231,0.0137,-0.0231,-0.0103,-0.0103,0.0542,-0.0226,-0.0226,-0.0231,0.0137,-0.0231,-0.0103,-0.0103,0.0542,-0.0226,-0.0126,-0.0062,-0.0126,-0.0219,-0.0219,0.0265,-0.0263,0.0378,-0.0263,0.0068,0.0068,0.0848,-0.0126,0.0378,-0.0205,-0.0205,-0.0171,-0.0062,0.0068,0.0068,0.0848,-0.0126,-0.0263,0.0022,-0.0219,0.0022,-0.0219,0.0265
4971,-0.0205,0.0137,-0.0205,-0.0263,-0.0263,0.0137,0.0137,0.0968,0.0137,-0.0103,-0.0263,-0.0205,-0.0205,-0.0103,-0.0103,0.0541,-0.0103,-0.0103,0.0137,0.0137,-0.0263,-0.0263,0,-0.0263,-0.0205,-0.0205,-0.0103,-0.0103,0.0541,-0.0103,-0.0263,0.0137,0.0137,0.0968,0.0137,0.0137,0.0137,0.0968,0.0137,-0.0263,0,-0.0263,0,-0.0263,0
5032,nan,-0.0171,-0.0205,-0.0263,-0.0171,-0.0205,-0.0171,-0.0263,-0.0171,nan,nan,nan,nan,nan,nan,nan,nan,0.0022,-0.0171,-0.0263,0.0022,-0.0263,-0.0171,-0.0263,-0.0205,0.0022,-0.0263,0.0022,-0.0205,0.0022,-0.0171,-0.0205,-0.0171,-0.0263,-0.0171,0.0022,-0.0263,-0.0171,-0.0263,0.0022,-0.0205,0.0022,-0.0171,-0.0263,-0.0171
5044,-0.0141,0.0026,-0.0236,0.0026,-0.0234,-0.0234,0.0026,0.0284,-0.0141,-0.0226,0,-0.0226,-0.0231,-0.0231,-0.0226,-0.0103,-0.0263,0.0226,-0.0263,-0.0126,-0.0126,-0.0263,-0.0219,-0.0226,0.0226,-0.015,-0.015,0.0226,0.0541,0,-0.0126,-0.0126,-0.0263,-0.0219,-0.0226,-0.0263,-0.0126,0.0068,-0.0231,-0.0126,0.0068,-0.0231,-0.0219,-0.0226,-0.0103
5135,-0.0263,-0.0205,-0.0205,-0.0263,-0.0171,-0.0263,-0.0205,0.0968,-0.0205,-0.0205,-0.0205,-0.0263,-0.0171,-0.0263,-0.0205,0.0968,-0.0205,-0.0263,-0.0205,0.0022,-0.0205,-0.0263,0.0541,-0.0263,-0.0205,0.0022,-0.0205,-0.0263,0.0541,-0.0263,-0.0171,-0.0263,-0.0205,0.0968,-0.0205,-0.0171,0.0022,0.1539,0.0022,-0.0205,0.0968,-0.0205,0.0541,-0.0263,0.0541
5357,-0.0263,-0.0103,-0.0263,0.0137,-0.0263,-0.0103,-0.0103,0.0542,-0.0226,-0.0103,-0.0263,0.0137,-0.0263,-0.0103,-0.0103,0.0542,-0.0226,-0.0103,-0.0205,-0.0103,-0.0263,-0.0263,0.0022,-0.0219,0.0137,-0.0263,-0.0103,-0.0103,0.0542,-0.0226,0.0137,-0.0205,-0.0205,-0.0171,-0.0062,-0.0103,-0.0103,0.0542,-0.0226,-0.0263,0.0022,-0.0219,0.0022,-0.0219,0.0265
5397,-0.0226,0.0188,0,0,-0.0141,0.0542,-0.0141,-0.0263,-0.0263,0.0468,0.0226,0.0226,0.0026,0.0265,0.0026,-0.0226,-0.0226,-0.0237,-0.0237,-0.0156,0.1926,-0.0156,0.0188,0.0188,-0.0263,-0.0236,0.1539,-0.0236,0,0,-0.0236,0.1539,-0.0236,0,0,0.118,-0.0263,-0.0141,-0.0141,0.118,0.0542,0.0542,-0.0141,-0.0141,-0.0263
5425,nan,-0.0171,-0.0205,-0.0263,-0.0171,-0.0205,-0.0171,-0.0263,-0.0171,nan,nan,nan,nan,nan,nan,nan,nan,0.0022,-0.0171,-0.0263,0.0022,-0.0263,-0.0171,-0.0263,-0.0205,0.0022,-0.0263,0.0022,-0.0205,0.0022,-0.0171,-0.0205,-0.0171,-0.0263,-0.0171,0.0022,-0.0263,-0.0171,-0.0263,0.0022,-0.0205,0.0022,-0.0171,-0.0263,-0.0171
5483,nan,-0.0171,-0.0205,-0.0263,-0.0171,-0.0205,-0.0171,-0.0263,-0.0171,nan,nan,nan,nan,nan,nan,nan,nan,0.0022,-0.0171,-0.0263,0.0022,-0.0263,-0.0171,-0.0263,-0.0205,0.0022,-0.0263,0.0022,-0.0205,0.0022,-0.0171,-0.0205,-0.0171,-0.0263,-0.0171,0.0022,-0.0263,-0.0171,-0.0263,0.0022,-0.0205,0.0022,-0.0171,-0.0263,-0.0171
5508,-0.0236,-0.0236,-0.0236,0.0026,-0.0263,-0.0156,-0.0236,-0.0156,-0.0156,-0.0263,-0.0263,0.0226,-0.0236,-0.0237,-0.0263,-0.0237,-0.0237,-0.0263,0.0226,-0.0236,-0.0237,-0.0263,-0.0237,-0.0237,0.0226,-0.0236,-0.0237,-0.0263,-0.0237,-0.0237,0.0026,0.0468,0.0226,0.0468,0.0468,-0.0156,-0.0236,-0.0156,-0.0156,-0.0237,-0.0263,-0.0263,-0.0237,-0.0237,-0.0263
5635,-0.0226,0.0188,0,-0.0141,-0.0141,0.0542,-0.0141,-0.0263,-0.0226,0.0468,0.0226,0.0026,0.0026,0.0265,0.0026,-0.0226,-0.0263,-0.0237,-0.0156,-0.0156,0.1926,-0.0156,0.0188,0.0468,-0.0236,-0.0236,0.1539,-0.0236,0,0.0226,-0.0263,0.118,-0.0263,-0.0141,0.0026,0.118,-0.0263,-0.0141,0.0026,0.118,0.0542,0.0265,-0.0141,0.0026,-0.0226
5711,-0.0226,0.0188,0,-0.0141,-0.0141,0.0542,-0.0141,-0.0263,-0.0226,0.0468,0.0226,0.0026,0.0026,0.0265,0.0026,-0.0226,-0.0263,-0.0237,-0.0156,-0.0156,0.1926,-0.0156,0.0188,0.0468,-0.0236,-0.0236,0.1539,-0.0236,0,0.0226,-0.0263,0.118,-0.0263,-0.0141,0.0026,0.118,-0.0263,-0.0141,0.0026,0.118,0.0542,0.0265,-0.0141,0.0026,-0.0226
5772,-0.0226,0.0137,-0.0263,0.0137,-0.0226,0.0137,0.0137,0.0542,0.0137,-0.0062,-0.0226,-0.0062,-0.0263,-0.0062,-0.0062,0.0265,-0.0062,0.0137,-0.0263,-0.0062,-0.0263,-0.0263,-0.0171,-0.0263,0.0137,-0.0226,0.0137,0.0137,0.0542,0.0137,-0.0062,-0.0263,-0.0263,-0.0171,-0.0263,-0.0062,-0.0062,0.0265,-0.0062,-0.0263,-0.0171,-0.0263,-0.0171,-0.0263,-0.0171
5792,-0.0263,-0.0237,-0.0263,-0.0237,-0.0263,0.0468,-0.0237,-0.0156,-0.0017,-0.0237,-0.0263,-0.0237,-0.0263,0.0468,-0.0237,-0.0156,-0.0017,-0.0237,-0.0159,-0.0237,0.0752,-0.0263,-0.0027,0.0164,-0.0237,-0.0263,0.0468,-0.0237,-0.0156,-0.0017,-0.0237,0.0226,-0.0159,-0.0236,-0.015,0.0468,-0.0237,-0.0156,-0.0017,0.0752,0.0026,-0.0126,-0.0027,0.0164,-0.0234
5824,nan,0.0265,-0.0219,-0.0062,0.0265,-0.0219,-0.0062,-0.0263,0.0265,nan,nan,nan,nan,nan,nan,nan,nan,0.0022,-0.0171,-0.0263,0.0022,-0.0171,0.0265,-0.0263,-0.0205,0.0022,-0.0263,-0.0205,-0.0219,0.0022,-0.0171,-0.0205,-0.0263,-0.0062,-0.0171,0.0022,-0.0171,0.0265,-0.0263,-0.0205,-0.0219,0.0022,-0.0062,-0.0171,0.0265
5867,nan,0.0265,-0.0219,-0.0062,0.0265,-0.0219,-0.0062,-0.0263,0.0265,nan,nan,nan,nan,nan,nan,nan,nan,0.0022,-0.0171,-0.0263,0.0022,-0.0171,0.0265,-0.0263,-0.0205,0.0022,-0.0263,-0.0205,-0.0219,0.0022,-0.0171,-0.0205,-0.0263,-0.0062,-0.0171,0.0022,-0.0171,0.0265,-0.0263,-0.0205,-0.0219,0.0022,-0.0062,-0.0171,0.0265
6126,0.0393,-0.0263,-0.0263,-0.0156,-0.0237,0.0152,-0.0237,-0.0263,-0.0032,0.0393,0.0393,0.0997,0.0164,-0.0234,0.0164,0.0393,-0.015,-0.0263,-0.0156,-0.0237,0.0152,-0.0237,-0.0263,-0.0032,-0.0156,-0.0237,0.0152,-0.0237,-0.0263,-0.0032,-0.0027,0.0661,-0.0027,-0.0156,0.038,-0.0027,-0.0263,-0.0237,-0.0159,-0.0027,0.0152,-0.0236,-0.0237,-0.0159,-0.0032
6291,nan,-0.0062,-0.0263,0.0265,-0.0062,-0.0226,-0.0062,-0.0263,0.0265,nan,nan,nan,nan,nan,nan,nan,nan,-0.0062,-0.0171,-0.0263,0.0137,-0.0263,-0.0062,-0.0171,0.0265,-0.0062,-0.0226,-0.0062,-0.0263,0.0265,-0.0171,0.0542,-0.0171,0.0265,-0.0263,0.0137,-0.0263,-0.0062,-0.0171,0.0137,-0.0226,0.0542,-0.0062,-0.0171,0.0265
6349,nan,-0.0062,-0.0263,0.0265,-0.0062,-0.0226,-0.0062,-0.0263,0.0265,nan,nan,nan,nan,nan,nan,nan,nan,-0.0062,-0.0171,-0.0263,0.0137,-0.0263,-0.0062,-0.0171,0.0265,-0.0062,-0.0226,-0.0062,-0.0263,0.0265,-0.0171,0.0542,-0.0171,0.0265,-0.0263,0.0137,-0.0263,-0.0062,-0.0171,0.0137,-0.0226,0.0542,-0.0062,-0.0171,0.0265
6524,0.0378,0.0656,0.0137,0.0378,-0.0062,0.0656,0.0137,0.0378,0.0968,-0.0234,-0.0231,-0.0263,-0.0126,-0.0234,-0.0231,-0.0263,-0.015,-0.0141,-0.0234,0.0026,-0.0263,-0.0141,-0.0234,-0.0236,-0.0231,-0.0226,-0.0141,-0.0263,-0.0231,0,-0.0126,-0.0234,-0.0231,-0.0263,-0.015,0.0026,-0.0226,-0.0126,0.0226,-0.0141,-0.0234,-0.0236,-0.0231,0,-0.015
6723,0.0378,0.0656,0.0378,0.0378,0.0137,0.0656,0.0137,0.0378,0.0968,-0.0234,-0.0263,-0.0263,-0.0231,-0.0234,-0.0231,-0.0263,-0.015,-0.0234,-0.0234,-0.0141,-0.0263,-0.0141,-0.0234,-0.0236,-0.0263,-0.0231,-0.0234,-0.0231,-0.0263,-0.015,-0.0231,-0.0234,-0.0231,-0.0263,-0.015,-0.0141,-0.0263,-0.0231,0,-0.0141,-0.0234,-0.0236,-0.0231,0,-0.015
6812,0.0068,0.0378,0.0378,0.0848,-0.0231,-0.0126,0.0068,0.0068,0.0848,-0.0205,-0.0205,0.0022,-0.0103,-0.0219,-0.0263,-0.0263,0.0022,-0.0263,-0.0171,0.0137,-0.0062,-0.0205,-0.0205,-0.0171,-0.0171,0.0137,-0.0062,-0.0205,-0.0205,-0.0171,0.0542,0.0265,0.0022,0.0022,-0.0263,-0.0226,-0.0103,-0.0103,0.0542,-0.0219,-0.0219,0.0265,-0.0263,0.0022,0.0022
7077,-0.0205,0.0022,-0.0103,-0.0219,-0.0219,0.0022,-0.0219,-0.0219,-0.0263,-0.0171,0.0137,-0.0062,-0.0062,-0.0171,-0.0062,-0.0062,-0.0205,0.0542,0.0265,0.0265,-0.0263,0.0265,0.0265,0.0022,-0.0226,-0.0226,0.0542,-0.0226,-0.0226,-0.0103,-0.0263,0.0265,-0.0263,-0.0263,-0.0219,0.0265,-0.0263,-0.0263,-0.0219,0.0265,0.0265,0.0022,-0.0263,-0.0219,-0.0219
7158,-0.0205,0.0022,-0.0103,-0.0219,-0.0219,0.0022,-0.0219,-0.0219,-0.0263,-0.0171,0.0137,-0.0062,-0.0062,-0.0171,-0.0062,-0.0062,-0.0205,0.0542,0.0265,0.0265,-0.0263,0.0265,0.0265,0.0022,-0.0226,-0.0226,0.0542,-0.0226,-0.0226,-0.0103,-0.0263,0.0265,-0.0263,-0.0263,-0.0219,0.0265,-0.0263,-0.0263,-0.0219,0.0265,0.0265,0.0022,-0.0263,-0.0219,-0.0219
7174,nan,-0.0062,-0.0219,0.0265,-0.0062,-0.0263,-0.0062,-0.0263,-0.0219,nan,nan,nan,nan,nan,nan,nan,nan,-0.0205,-0.0171,-0.0263,-0.0062,-0.0263,-0.0062,-0.0205,0.0022,-0.0205,-0.0219,-0.0205,-0.0219,-0.0263,-0.0171,0.0265,-0.0171,0.0265,0.0022,-0.0062,-0.0263,-0.0062,-0.0205,-0.0062,-0.0263,-0.0219,-0.0062,-0.0205,-0.0219
7395,nan,-0.0062,-0.0219,0.0265,-0.0062,-0.0263,-0.0062,-0.0263,-0.0219,nan,nan,nan,nan,nan,nan,nan,nan,-0.0205,-0.0171,-0.0263,-0.0062,-0.0263,-0.0062,-0.0205,0.0022,-0.0205,-0.0219,-0.0205,-0.0219,-0.0263,-0.0171,0.0265,-0.0171,0.0265,0.0022,-0.0062,-0.0263,-0.0062,-0.0205,-0.0062,-0.0263,-0.0219,-0.0062,-0.0205,-0.0219
7508,nan,-0.0062,-0.0219,0.0265,-0.0062,-0.0263,-0.0062,-0.0263,-0.0219,nan,nan,nan,nan,nan,nan,nan,nan,-0.0205,-0.0171,-0.0263,-0.0062,-0.0263,-0.0062,-0.0205,0.0022,-0.0205,-0.0219,-0.0205,-0.0219,-0.0263,-0.0171,0.0265,-0.0171,0.0265,0.0022,-0.0062,-0.0263,-0.0062,-0.0205,-0.0062,-0.0263,-0.0219,-0.0062,-0.0205,-0.0219
7701,0.0022,0.0022,0.0022,nan,0.0022,-0.0263,0.0022,-0.0205,0.0022,-0.0263,-0.0263,nan,-0.0263,0.0022,-0.0263,-0.0171,-0.0263,-0.0263,nan,-0.0263,0.0022,-0.0263,-0.0171,-0.0263,nan,-0.0263,0.0022,-0.0263,-0.0171,-0.0263,nan,nan,nan,nan,nan,0.0022,-0.0263,-0.0171,-0.0263,0.0022,-0.0205,0.0022,-0.0171,-0.0263,-0.0171
7848,0.0226,0.0752,0.0026,0.0468,-0.0126,0.0026,-0.0263,0.0026,0.0468,-0.0159,-0.0236,-0.0237,-0.015,-0.0236,0.0226,-0.0236,-0.0237,-0.0027,-0.0237,0.0164,-0.0027,0.0752,-0.0027,-0.0237,-0.0156,-0.0234,-0.0263,0.0026,-0.0263,-0.0156,-0.0017,-0.0156,0.0468,-0.0156,-0.0263,-0.0234,-0.0126,-0.0234,-0.0017,0.0026,-0.0263,-0.0156,0.0026,0.0468,-0.0156
7921,0.0026,-0.0219,0.0265,-0.0263,-0.0263,-0.0219,-0.0126,0.0265,-0.0219,0.0284,0.118,0.0026,0.0026,0.0284,-0.0234,0.118,0.0284,0.0022,-0.0219,-0.0219,-0.0263,0.0068,0.0022,-0.0263,0.0265,0.0265,0.0022,0.0848,-0.0263,0.0022,-0.0263,-0.0219,-0.0126,0.0265,-0.0219,-0.0219,-0.0126,0.0265,-0.0219,0.0068,0.0022,-0.0263,0.0848,0.0068,0.0022
7924,-0.0103,0.0137,-0.0103,0.0542,-0.0263,-0.0263,-0.0103,-0.0103,0.0542,-0.0205,-0.0263,0.0022,-0.0103,-0.0103,-0.0263,-0.0263,0.0022,-0.0205,-0.0171,0.0137,0.0137,-0.0205,-0.0205,-0.0171,0.0022,-0.0103,-0.0103,-0.0263,-0.0263,0.0022,0.0542,0.0542,0.0022,0.0022,-0.0263,-0.0263,-0.0103,-0.0103,0.0542,-0.0103,-0.0103,0.0542,-0.0263,0.0022,0.0022
8054,0.0226,0.0752,0.0026,0.0468,-0.0126,0.0026,-0.0263,-0.0126,0.0226,-0.0159,-0.0236,-0.0237,-0.015,-0.0236,0.0226,-0.015,-0.0263,-0.0027,-0.0237,0.0164,-0.0027,0.0752,0.0164,-0.0159,-0.0156,-0.0234,-0.0263,0.0026,-0.0234,-0.0236,-0.0017,-0.0156,0.0468,-0.0017,-0.0237,-0.0234,-0.0126,-0.0263,-0.015,0.0026,-0.0234,-0.0236,-0.0126,0.0226,-0.015
8145,0.0022,0.0022,-0.0219,-0.0219,-0.0263,nan,-0.0263,-0.0219,-0.0205,-0.0263,0.0265,0.0265,0.0022,nan,0.0022,0.0265,-0.0171,0.0265,0.0265,0.0022,nan,0.0022,0.0265,-0.0171,-0.0263,-0.0219,nan,-0.0219,-0.0263,-0.0062,-0.0219,nan,-0.0219,-0.0263,-0.0062,nan,-0.0263,-0.0219,-0.0205,nan,nan,nan,-0.0219,-0.0205,-0.0062
8168,0.0378,0.1313,0.0137,0.0378,0.0378,0.0656,-0.0205,0.0378,0.0378,-0.0017,-0.0231,-0.0263,-0.0263,-0.0234,0.0068,-0.0263,-0.0263,0.0188,-0.0017,-0.0017,-0.0156,0.0836,-0.0017,-0.0017,-0.0231,-0.0231,-0.0141,-0.0103,-0.0231,-0.0231,-0.0263,-0.0234,0.0068,-0.0263,-0.0263,-0.0234,0.0068,-0.0263,-0.0263,0.0284,-0.0234,-0.0234,0.0068,0.0068,-0.0263
8246,0.0026,-0.0219,0.0265,-0.0263,-0.0263,-0.0219,-0.0126,0.0265,-0.0219,0.0284,0.118,0.0026,0.0026,0.0284,-0.0234,0.118,0.0284,0.0022,-0.0219,-0.0219,-0.0263,0.0068,0.0022,-0.0263,0.0265,0.0265,0.0022,0.0848,-0.0263,0.0022,-0.0263,-0.0219,-0.0126,0.0265,-0.0219,-0.0219,-0.0126,0.0265,-0.0219,0.0068,0.0022,-0.0263,0.0848,0.0068,0.0022
8327,0.0026,-0.0219,0.0265,-0.0263,-0.0263,-0.0219,-0.0126,0.0265,-0.0219,0.0284,0.118,0.0026,0.0026,0.0284,-0.0234,0.118,0.0284,0.0022,-0.0219,-0.0219,-0.0263,0.0068,0.0022,-0.0263,0.0265,0.0265,0.0022,0.0848,-0.0263,0.0022,-0.0263,-0.0219,-0.0126,0.0265,-0.0219,-0.0219,-0.0126,0.0265,-0.0219,0.0068,0.0022,-0.0263,0.0848,0.0068,0.0022
8337,-0.0062,-0.0062,-0.0219,0.0265,-0.0062,-0.0219,-0.0062,-0.0263,-0.0062,-0.0263,-0.0205,-0.0171,-0.0263,-0.0205,-0.0263,-0.0062,-0.0263,-0.0205,-0.0171,-0.0263,-0.0205,-0.0263,-0.0062,-0.0263,0.0022,-0.0205,-0.0263,-0.0205,-0.0219,-0.0205,-0.0171,0.0022,-0.0171,0.0265,-0.0171,-0.0205,-0.0263,-0.0062,-0.0263,-0.0205,-0.0219,-0.0205,-0.0062,-0.0263,-0.0062
8418,nan,-0.0205,-0.0263,0.0022,0.0022,-0.0205,-0.0205,-0.0219,-0.0205,nan,nan,nan,nan,nan,nan,nan,nan,-0.0205,-0.0171,-0.0171,-0.0263,-0.0263,-0.0062,-0.0263,0.0022,0.0022,-0.0205,-0.0205,-0.0219,-0.0205,-0.0263,-0.0171,-0.0171,0.0265,-0.0171,-0.0171,-0.0171,0.0265,-0.0171,-0.0263,-0.0062,-0.0263,-0.0062,-0.0263,-0.0062
8491,-0.0231,-0.015,-0.0017,-0.015,-0.0234,-0.015,0.0164,0.0997,-0.015,0,0.0188,0,-0.0141,0,0.0421,0.1396,0,-0.0237,-0.0263,-0.0236,-0.0263,-0.0159,0.038,-0.0263,-0.0237,-0.0156,-0.0237,-0.0237,0.0152,-0.0237,-0.0236,-0.0263,-0.0159,0.038,-0.0263,-0.0236,-0.0027,0.0661,-0.0236,-0.0159,0.038,-0.0263,-0.0027,-0.0159,0.038
8719,-0.0263,-0.0205,-0.0171,nan,-0.0171,-0.0205,-0.0171,-0.0263,-0.0171,-0.0205,-0.0171,nan,-0.0171,-0.0205,-0.0171,-0.0263,-0.0171,0.0022,nan,0.0022,-0.0263,0.0022,-0.0205,0.0022,nan,-0.0263,0.0022,-0.0263,-0.0171,-0.0263,nan,nan,nan,nan,nan,0.0022,-0.0263,-0.0171,-0.0263,0.0022,-0.0205,0.0022,-0.0171,-0.0263,-0.0171
8850,-0.0126,-0.0231,-0.0231,0.0848,-0.0231,-0.0234,0.0068,-0.0126,0.0068,-0.0226,-0.0226,0.0265,-0.0226,0.0026,-0.0219,-0.0263,-0.0219,-0.0263,0.0542,-0.0263,-0.0141,-0.0103,-0.0226,-0.0103,0.0542,-0.0263,-0.0141,-0.0103,-0.0226,-0.0103,0.0542,0.118,0.0022,0.0265,0.0022,-0.0141,-0.0103,-0.0226,-0.0103,0.0284,0.0026,0.0284,-0.0219,-0.0263,-0.0219
8941,-0.0062,0.0378,-0.0062,0.0137,-0.0062,-0.0205,-0.0171,-0.0263,0.0378,-0.0126,-0.0263,-0.0226,-0.0263,-0.0219,0.0265,-0.0062,-0.0126,-0.0126,-0.0231,-0.0126,0.0068,0.0848,0.0378,-0.0263,-0.0226,-0.0263,-0.0219,0.0265,-0.0062,-0.0126,-0.0226,-0.0103,0.0542,0.0137,-0.0231,-0.0219,0.0265,-0.0062,-0.0126,0.0022,-0.0205,0.0068,-0.0171,0.0848,0.0378
8959,0.0121,-0.0039,0.0035,-0.0263,-0.0227,-0.0219,-0.0126,0.0265,-0.0224,0.0042,0.0664,0.0121,-0.0016,0.0392,-0.0181,0.1275,0.0198,-0.0023,-0.0039,-0.0174,0.0048,-0.0009,0.0539,-0.0136,0.0035,0.0002,-0.007,0.0402,0.0014,-0.0136,-0.0227,-0.0219,-0.0126,0.0265,-0.0224,-0.0146,-0.017,0.0375,-0.0228,0.0068,0.0022,-0.022,0.0848,-0.0031,0.0138
9029,-0.0231,-0.0126,-0.0234,-0.0017,-0.0263,0.0068,-0.0263,-0.015,-0.0231,-0.0226,-0.0141,0.0188,-0.0231,-0.0103,-0.0231,0,-0.0263,0.0026,0.0468,-0.0126,-0.0219,-0.0126,0.0226,-0.0226,-0.0156,-0.0234,0.0284,-0.0234,-0.0236,-0.0141,-0.0017,0.0836,-0.0017,-0.0237,0.0188,0.0068,-0.0263,-0.015,-0.0231,0.0068,0.0541,-0.0103,-0.015,-0.0231,0
9186,nan,-0.0205,-0.0263,0.0022,0.0022,-0.0205,-0.0205,-0.0219,-0.0205,nan,nan,nan,nan,nan,nan,nan,nan,-0.0205,-0.0171,-0.0171,-0.0263,-0.0263,-0.0062,-0.0263,0.0022,0.0022,-0.0205,-0.0205,-0.0219,-0.0205,-0.0263,-0.0171,-0.0171,0.0265,-0.0171,-0.0171,-0.0171,0.0265,-0.0171,-0.0263,-0.0062,-0.0263,-0.0062,-0.0263,-0.0062
9201,-0.0237,-0.0237,-0.0017,0.0188,-0.0237,-0.0237,-0.0263,0.0188,-0.0017,-0.0159,0.0164,0.0421,-0.0159,-0.0263,-0.0237,0.0421,0.0164,-0.015,0,-0.0263,-0.0159,-0.0237,0,-0.015,-0.0231,-0.015,0.0164,-0.0017,-0.0231,-0.0263,0,0.0421,0.0188,-0.0263,-0.0231,-0.0159,-0.0237,0,-0.015,-0.0237,0.0421,0.0164,0.0188,-0.0017,-0.0231
9368,nan,-0.0205,-0.0263,0.0022,0.0022,-0.0205,-0.0205,-0.0219,-0.0205,nan,nan,nan,nan,nan,nan,nan,nan,-0.0205,-0.0171,-0.0171,-0.0263,-0.0263,-0.0062,-0.0263,0.0022,0.0022,-0.0205,-0.0205,-0.0219,-0.0205,-0.0263,-0.0171,-0.0171,0.0265,-0.0171,-0.0171,-0.0171,0.0265,-0.0171,-0.0263,-0.0062,-0.0263,-0.0062,-0.0263,-0.0062
9427,-0.0231,-0.0126,-0.0234,-0.0017,-0.0263,0.0068,-0.0263,-0.015,-0.0231,-0.0226,-0.0141,0.0188,-0.0231,-0.0103,-0.0231,0,-0.0263,0.0026,0.0468,-0.0126,-0.0219,-0.0126,0.0226,-0.0226,-0.0156,-0.0234,0.0284,-0.0234,-0.0236,-0.0141,-0.0017,0.0836,-0.0017,-0.0237,0.0188,0.0068,-0.0263,-0.015,-0.0231,0.0068,0.0541,-0.0103,-0.015,-0.0231,0
9497,-0.0231,0.0068,-0.0234,-0.015,-0.0263,0.0068,-0.0263,-0.015,-0.0126,-0.0103,-0.0141,0,-0.0231,-0.0103,-0.0231,0,-0.0226,0.0284,0.0541,0.0068,-0.0263,0.0068,0.0541,-0.0219,-0.0236,-0.0234,0.0284,-0.0234,-0.0236,0.0026,-0.015,0.0541,-0.015,-0.0263,0.0226,0.0068,-0.0263,-0.015,-0.0126,0.0068,0.0541,-0.0219,-0.015,-0.0126,0.0226
9511,nan,-0.0205,-0.0263,0.0022,0.0022,-0.0205,-0.0205,-0.0219,-0.0205,nan,nan,nan,nan,nan,nan,nan,nan,-0.0205,-0.0171,-0.0171,-0.0263,-0.0263,-0.0062,-0.0263,0.0022,0.0022,-0.0205,-0.0205,-0.0219,-0.0205,-0.0263,-0.0171,-0.0171,0.0265,-0.0171,-0.0171,-0.0171,0.0265,-0.0171,-0.0263,-0.0062,-0.0263,-0.0062,-0.0263,-0.0062
